row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
1567,(unknown employee),body,"<<11-13-01 MarketNews.doc>> 

_______________________________________
CAUTION: electronic mail sent through the internet is not secure and could
be intercepted by a third party. For your protection, avoid sending
identifying information, such as account, Social Security, or card numbers
to us or others. Further, do not send time-sensitive, action-oriented
messages, such as transaction orders, fund transfer instructions, or check
stop payments, as it is our policy not to accept such items electronically.",0,4,,negative_word_score
1577,(unknown employee),body,"Thanks, Don, I know you are having a rough morning. I know TVA and Ercot
have been gathered over the phone.

We have not gotten EES yet. IF you can send it that would be great,
otherwise I will call in for it a little later.


Ellen Clardy, Ph.D.
Power Markets Analyst
TradersNews
713/647-6603
ellen.clardy@ipgdirect.com",1,2,,negative_word_score
1582,(unknown employee),body,"Thanks for the invitation.  Unfortunately, I will be on vacation next week 
and will not be able to attend.  Have fun!  --Sally 




Barbara G Dillard
12/16/99 09:51 AM",0,1,,negative_word_score
1584,(unknown employee),body,"Diana,

Here's info you requested.  Per our conversation earlier, please try to 
arrange someone with experience/knowledge of Jornada device for training for 
Sally & me both.  Sally is not very technical & will need to be walked thru.  
If she doesn't learn how to properly use it, she will not use it, if you know 
what I mean.  Any help you can give me in setting up training w/ someone that 
will be able to answer our questions is greatly appreciated.  Please have 
person contact me directly as I keep Sally's calendar.  She will be in 
training all day Thursday & Friday, so Monday would be the soonest she is 
available.

ID:    sbeck
Password:   balc33balc
Lotus password:   balc33balc
H: drive mapping:  ""nahou-uv3""

I submitted SRRS for ""in sync"" two or three weeks ago.
Let me know if you need anything else.
Patti Thompson x39106",0,3,,negative_word_score
1587,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Wednesday January 10, 2001.  Please print all 
documents for your reference.  A hardcopy of the resume will be delivered via 
runner.  If you have any questions, or conflicts of schedule, please do not 
hesitate to contact me.






Shawn Grady
58701",0,1,,negative_word_score
1588,(unknown employee),body,"Mary Solmonson, one of my direct reports, has been out of the office since 
March 1, 2001 and it is not readily known when she will return to work.  All 
business related e-mail messages require a prompt response from our business 
unit.  Therefore, I am requesting your assistance in completing the following 
tasks:

1)  Grant the necessary access to me to be able to review the incoming 
e-mails directed to Mary Solmonson since March 1, 2001 through today so that 
I can determine which ones require a business response that I can handle.   
Can these be transferred to my e:mail as a simplified way for me to complete 
this review?

2) Effective immediately, please create an automatic message for Mary's 
e-mail box that states ""I am out of the office.  All e-mails are being 
forwarded to Vanessa Schulte for response.""

3)  Effectively immediately, please route any new incoming e-mail messages to 
Vanessa Schulte's mail box. 

  Thanks in advance for your help on this matter.",0,4,,negative_word_score
1589,(unknown employee),body,"I am trying to activate this HSC-Hehub product but keep getting an error that 
says ""product is not tradeable"".  Is it ready to go yet?  If not, when?

Thanks,

Eric",0,3,,negative_word_score
1590,(unknown employee),body,NO,0,1,,negative_word_score
1593,(unknown employee),body,"You can only pick up players for the upcoming sunday's game through the 
bidding process.  No pick ups will be allowed after wednesday on any given 
week.",0,1,,negative_word_score
1601,(unknown employee),body,"Sally and Bob, 
Please visit your GIS profile and update any necessary information for the 
January 8th, 2001 meeting.    I've outlined the two steps that you need to 
take to reach the GIS information  window.    Please call me @ 36703 if I can 
be of assistance. 
Thanks, hgm

Go to this screen first on our intranet and click on ""HR Global 
Applications"".   This will take you to the GIS environment. 


Click the GIS tab and update your data for the January 8th meeting if 
necessary.   If you need to update any information click the issues tab on 
the top right hand side and report any required changes.     Just to be safe, 
let me know what your requested changes are so that I can follow up on their 
update.",0,1,,negative_word_score
1609,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Wednesday January 17, 2001.  Please print all 
documents for your reference.  A hardcopy of the resume will be delivered via 
runner.  If you have any questions, or conflicts of schedule, please do not 
hesitate to contact me.






Shawn Grady
58701",0,1,,negative_word_score
1611,(unknown employee),body,"Invitations have been mailed to all VP's and above for the annual Enron 
Management Conference to be held at the Hyatt Hill Country in San Antonio 
November 15-17.  Hopefully, you have received your invitation (more to save 
the date than to provide any detail at this point).  If you have not received 
your invitation, please let me know.",0,1,,negative_word_score
1615,(unknown employee),body,"Same time, same place -- just not as often!

I would like to maintain management team meetings on Monday afternoons from 
2:30 to 3:30 in EB3014.  My plan is to alternate weeks for ENA and EGM 
meetings.  There are a few direct reports, whose work extends across ENA and 
EGM, who will attend both meetings.  Today was the ENA Management Team 
meeting.  Next Monday, August 28 will be the first meeting with the EGM 
management team.  I will look forward to staying current with each one of you 
and Brent on the growth and challenges of the businesses within Enron Global 
Markets.  

I have asked Patti to cancel one-on-one meetings that we had scheduled on the 
calendar going forward.  Although this new structure changes the direct line 
reporting relationship, I will continue to be very interested in the 
professional development of each of you.  I hope that we can schedule time 
together on an as needed basis.",1,2,,negative_word_score
1623,(unknown employee),body,"Mr. Baughman,

Thank you for your fax! Just wanted to verify the SPP information we have.
The information does not have the typical Bid (under price column) and Ask
(under volume column). For accuracy, could you confirm at your earliest
conveinence: what, if any, information is or is not indicitive? Thank you
sir!
Respectfully,

Suzanna Strangmeier
TradersNews Energy, Power Markets Analyst
9235 Katy Freeway, Suite 108
Houston, TX 77024
Voice: 713-647-7325   Fax: 713-647-7552
www.tradersnewsenergy.com
suzanna.strangmeier@ipgdirect.com",0,3,,negative_word_score
1638,(unknown employee),body,"Attached is Bob Superty's summary of the impact on the late noms today.  We 
do not anticipate any pipeline penalties.  On those pipes where the nom type 
is ""Intraday"", there may be some pipeline imbalance created for us to work 
through.  The logistics staff will have a lot of work to do on Thursday 
morning to contact customers asking them to renom on the pipes where our noms 
were late.  Overall, these pipelines worked well with us today.  
Let me know if you have any questions.  --Sally",0,3,,negative_word_score
1644,(unknown employee),body,"Hello,

My W-2 seems to be wrong.  My Wages appear to be significantly understated.  What do I need to do to rectify the problem?

Thanks,

Eric Bass
x3-0977",0,1,,negative_word_score
1651,(unknown employee),body,"(See attached file: travis resume.doc)
----------------------------------------------------------------
The information transmitted is intended only for the person or entity to
which it is addressed and may contain confidential and/or privileged
material.  Any review, retransmission, dissemination or other use of, or
taking of any action in reliance upon, this information by persons or
entities other than the intended recipient is prohibited.   If you received
this in error, please contact the sender and delete the material from any
computer.
 - travis resume.doc",0,1,,negative_word_score
1652,(unknown employee),body,"Gastrader  Free Trial!  NEW!         Up to the minute, personalized          advice on buying/selling natural gas and gas futures from long-time trader and          analyst, Bill Burson   (NATURAL         GAS FUTURES TRADING, RISK MANAGEMENT, AND GAS PRICES)    		
 [IMAGE]     The           News You Need to Know:  Weather              Trading             Recommendations Price             Trends Market             Outlook Economic             Analysis	 Special offer! One Year Subscription Only $495 (normally $595)             Download this week's issue at http://www.pmaconference.com/gastrader.pdf    Gas Trader is the weekly which gives you the kinds of forecasts normally only available from a broker-- and it's not just a weekly.  Subscribers have access to daily updates on the web!                                    	    [IMAGE]    [IMAGE]	
		  Gas Trader Where Prices Are Going-- Not Where They've Been",0,3,,negative_word_score
1653,(unknown employee),body,"Dear Milind, Heidi,

I haven't heard from you in a while and thought I'd drope you a line.  I 
heard today that there are some people from India who have come to Houston to 
learn about VAR as they are planning to start trading around our assets there 
(Anshuman Srivastav/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Shubh 
Shrivastava/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Pinnamaneni Krishnarao@ECT, 
Rajesh Sivaraman/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Amr 
Ibrahim/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Kirstee Hewitt/LON/ECT@ECT).

Could you fill me in on the status?

Thanks",0,1,,negative_word_score
1655,(unknown employee),body,"You may notice that 9911 PMA's are $(208,881) or approx 10% to the final 
P&L.  You will also notice that the detail following the majority of the 
adjustments is Unaccounted For Gas.  At the close of business for the 991 
P&L, we saw a gain of approx. $250,000 because of a blowout in UA4.  We 
thought that it would be prudent to top level this amount and use it to 
offset the PMA's we would take as a result of this UA4 blowout.  Therefore, 
the net impact of 9911 PMA's is $41,119 or 2% of last day P&L.

I just wanted to congratulate the team on a great P&L for the month of 
November.

-Eric",1,2,,negative_word_score
1660,(unknown employee),body,"Andy,

 I spoke to John L. and he ok'd one of each new electronic system for the 
west desk.  Are there any operational besides ICE and Dynegy?  If not, can 
you have your assistant call me with id's and passwords.

Thank you,

Phillip",0,1,,negative_word_score
1667,(unknown employee),body,"Hi Don,

You have been unsubscribed from eValueMarketing  - N60

If you did not request to be unsubscribed someone has requested it for you.

You were subscribed as   : don.baughman@enron.com
You were unsubscribed by : Don.Baughman@enron.com

If you wish to resubscribe, send email to:
mailto:sub-11-7-10825134-x3PaCL23NeeoTqbZ-299@www0.humornetwork.com

Sincerely,
EValue Marketing",0,2,,negative_word_score
1668,(unknown employee),body,"Hello,

My W-2 seems to be wrong.  My Wages appear to be significantly understated.  What do I need to do to rectify the problem?

Thanks,

Eric Bass
x3-0977",0,1,,negative_word_score
1671,(unknown employee),body,"Don,

I have re-activated your account to TradersNews Energy.  You will have to
re-logon.

Please go to our home page at www.tradersnewspower.com.  Click on any link.
Scroll down to the logon box on the left and enter your Username and
Password

        Username = enron        (all lower case)
        Password = power        (all lower case)

Hit enter.

Please contact me if you have any problems.

Best Regards,

Barbara Clancey
Customer Support Representative
Internet Publishing Group, Inc.
215-504-4288 x222
barbara.clancey@ipgdirect.com",0,1,,negative_word_score
1675,(unknown employee),body,"Don, I was interested in coming up this week and sitting with the night shift again.  Who would you suggest I sit with this week?  Also, when do you anticipate a decision being made concerning hiring additional personnel for the night shift?  Thanks again, Jay M. Blaine",0,3,,negative_word_score
1679,(unknown employee),body,"FYI - See attachment for latest attempt at satisfying the ""ill-defined"".  If 
this is not on target, we will keep working until it is!  - Sally",0,1,,negative_word_score
1681,(unknown employee),body,"Had Carlos Franco just shot a 49 yesterday instead of a 70, you would have 
won.",0,1,,negative_word_score
1682,(unknown employee),body,Remember - No Kisses!,0,1,,negative_word_score
1684,(unknown employee),body,JD in LATE,0,1,,negative_word_score
1687,(unknown employee),body,"PLEASE DO NOT RESPOND TO THIS E-MAIL--THIS ACCOUNT IS NOT MONITORED

AP User:

Attached is/are the payment proposal(s) for your business unit.  Please review and forward to your approver(s)/CAO.


Thank you.
SAP AP Team
 - 20020111-ENWC.XLS",0,2,,negative_word_score
1688,(unknown employee),body,"Don,
?
I have?extended your trial toTradersNews Power  until February 2.? 
?
YOU MUST FOLLOW THESE INSTRUCTIONS TO RE-ACTIVATE  YOUR ACCOUNT. 
?
ACCOUNT ACTIVATION INSTRUCTIONS:
?
1. Launch a web browser
2. Go to our home page at? www.tradersnewspower.com
3.?Click on any link
4. Scroll down to the logon box on the left and  enter your Username and 
Password
???? 
??????? Username  =?EnronHr1????? ?? (case  sensitive)
??????? Password  =??power?????????????  (case sensitive)
?
5.?Hit enter
6. You will now access our news page.? Please  bookmark this page for future 
reference.
?
If you have any questions, problems or comments,  please contact ?me.
?
Best Regards,
?
Barbara Clancey
Customer Support Representative
Internet Publishing Group, Inc
215-504-4288 x222
barbara.clancey@ipgdirect.com",0,1,,negative_word_score
1693,(unknown employee),body,"We are wrapping up several hours in the office and have tested all 
commodities front to back.  We found a few minor issues, primarily reports 
with report dates that were incorrect.  The content and underlying 
calculations in the reports were correct.  These were really just query and 
formatting issues.  All were quick fixes of five minutes or less.  So at this 
point we feel confident about our system situation.  More will unfold with 
counterparties next week, but hopefully all found this as uneventful as have 
we.  

Hope your new year's celebration was fun.  We saw pictures of the London 
festivies on TV as we were cooking our New Year's eve dinner last night at 
home.  

See you soon.",1,2,,negative_word_score
1695,(unknown employee),body,"Today is the beginning of the Analyst/Associate Showdown.  EES would like for 
all analysts and associates to receive a Showdown T-Shirt.  Please come to 
EB737 anytime this week to pick up your shirt.  You may also pick up a shirt 
for a friend.  Thank you!",0,1,,negative_word_score
1696,(unknown employee),body,"Your passwords are extended, or if you did not have  one before (Rogers and 
Russell), you now do. Normally, Jeff Maack handles this,  but he's in our 
home office in Philadelphia today.
?
Rogers, we are launching TVA, ComEd and ERCOT  hourly, daily and term indexes 
March 19, and will begin beta testing on Feb. 19.  Feel free to let your 
colleagues  know.
?
Thanks for your interest. Let me know if I can  assist you in any way.
?
Bobette
?
?
Bobette  Riner???????????????????????????????  
Senior Power Markets Analyst??????  
TradersNews Energy
713/647-8690
FAX: 713/647-7552
cell:  832/428-7008
bobette.riner@ipgdirect.com
http://www.tradersnewspower.com
?
?",0,2,,negative_word_score
1700,(unknown employee),body,"No trades with PG&E until further notice.

Kayne",0,1,,negative_word_score
1701,(unknown employee),body,"Glad you enjoyed the game.  That was quite a climb to those seats!  I did it 
a couple of times with my two year old in arms, and wasn't sure that I would 
make it!  That's good that you could watch from a lower level. --Sally




Bob Klein
04/03/2000 07:28 AM",1,3,,negative_word_score
1703,(unknown employee),body,"Here is the most current East Power Desk Info Sheet.....we will be updating 
again very soon and we will make new phone cards once all information is 
completed.




Thanks Tjae
x35800",0,1,,negative_word_score
1704,(unknown employee),body,"[IMAGE] 	


 [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]    [IMAGE]  [IMAGE]    [IMAGE]  [IMAGE]    [IMAGE]  [IMAGE]       [IMAGE] [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]      Search  Amazon.com for:    	


 We hope you  enjoyed receiving this message. However, if you'd rather not receive future  e-mails of this sort from Amazon.com, please visit the Help page  Updating  Subscriptions and Communication Preferences  and click the Customer  Communication Preferences link.   Please note  that this e-mail was sent to the following address:  don.baughman@enron.com	


[IMAGE]",0,1,,negative_word_score
1706,(unknown employee),body,"The meeting about the pool will be at Creekside Thursday, January 10 (not
February).  Sorry.  (Thanks, Janice, for catching the error.",0,2,,negative_word_score
1714,(unknown employee),body,"Rob,

I have created several Jan01 Texas Phys products.  Could you please approve 
them?


Thanks,

Eric",0,1,,negative_word_score
1716,(unknown employee),body,"We will look forward to seeing you on the 17th.  Glad we could work out a 
date.  




""White, Cara"" <CWhite@texas.usta.com> on 06/06/2000 11:19:12 AM",0,1,,negative_word_score
1717,(unknown employee),body,"For those of you that would like to do SCR Event Reporting electronically,
a Word Version of Attachment K, Figure 2, is attached.  It will also be
posted on the NYISO website in the ICAP Market area.

(See attached file: SCROperDataForm.doc)
 - SCROperDataForm.doc",0,1,,negative_word_score
1718,(unknown employee),body,"Don,
I got a call from another Hourly Trading floor that uses Enron online and is
looking to do some hourly deals at Cinergy.
He said he has not seen anything for over a month.  Do you think you guys
will put the TNE numbers back up, or if they are where should he be looking.

How was Vegas?

Regards,
Jeff
713-647-8802",0,1,,negative_word_score
1719,(unknown employee),body,"In its first week, the ThinkBank's Idea Vault received more than 35 ideas 
from all over the world!  And those ideas aren't just sitting there -- oh, 
no.  Connections have been made, dialogues have been started, things are 
happening at the ThinkBank.   
What's your interest rate?  Come to the ThinkBank today.


Did you ask a question at the all-employee meeting last month that was not 
answered?  Take a look in eMeet.  We've posted responses to questions from 
the meeting, as well as another anonymous question to the Office of the 
Chairman.  See the ""Office of the Chairman"" category in eMeet.


Stop by the eSpeak Archives to see what was discussed in Cindy Olson's 
EnronOptions event.  Great questions, great answers.  They're all in the 
transcript on eSpeak.",2,3,,negative_word_score
1722,(unknown employee),body,"Last year we played with a mandatory Tight End.  Do you want to continue this 
and thus start 1 QB, 2 RBs, 3WRs, 1 TE, 1 K, 1 Def?

Also,  I need to know if you would prefer to determine the draft order prior 
to the draft.  I would prefer to do this b/c it gives the opportunity to plan 
and trade your picks.

Let me know.

Eric",0,2,,negative_word_score
1723,(unknown employee),body,"Good Day:

Attached is our monthly TradeSpark SO2 and OTC NOx Market Price Indices for 
February 2001.

Please give us a call if you have any questions or comments regarding our 
bulletins.

NOTE: The attached bulletin is in Adobe Acrobat 4.0.  If you do not have 
Adobe Acrobat Reader version 4.0, go to the URL below to download this free 
software.

http://www.adobe.com/products/acrobat/readstep.html

Thank you,

Joshua Piver

Trade Spark  212-938-4250
-----------------------------------------------------------------------
If you would prefer not to receive further messages:
1. Click on the Reply button.
2. Replace the Subject field with the word remove.
3. Click the Send button.
You will receive one additional e-mail message confirming your removal.









 - 022301so2nox.mpi.pdf",1,3,,negative_word_score
1730,(unknown employee),body,"Don:
In case you haven't arrived by the time I leave I wanted to fill you in on tonight's activities.  
JD explained the MHEB relationship and how we should move there power.  As a result I moved 100MW from MHEB to AECI HE 7 & 8 (tag DPL8643).
Be sure to notice the huge profit I raked in on the deal.  
100 MW was all they could give me (they originally told us 200 but at HE 2 they called to cut that down to only 100)
I put the deal in the services p&l under MHEB but I didn't empower the deal because I didn't know which book to put it in. 
I will be in tonight in case we need to go over this in detail.
Thanks,
Andrew",0,3,,negative_word_score
1731,(unknown employee),body,"Don, 

Joe is a guy you definitely want to consider.  In fact, we wanted to bring him into our group, but we are in a hiring freeze and with the changes occurring in our group we don't know when we would be able to bring him in.  Anyway, just wanted to give you some feedback.  Hope you didn't get drowned out this weekend!!

Take care,

John",0,2,,negative_word_score
1734,(unknown employee),body,"Life is busy at Enron and I literally receive hundreds of e:mails every 
week.  This is not the best way to communicate with me on priority issues.  I 
have looked at your proposal and would be interested in learning more.  Can 
you provide more details beyond your presentation?  What is your background 
and experience?  Can you provide information on your company?   




ConfirmCorp@aol.com on 08/01/2000 09:16:40 AM",0,3,,negative_word_score
1735,(unknown employee),body,"All,

We are creating storage space for legacy systems and would like to take database down for few  hours.

Enpower production Database  will be down during Dec 29, 2001  6pm to  Dec 30, 2001 6am (central time)

Here is the contact info 
Enpower On Call DBA pager :1-888-993-3793
Enpower 2nd On Call pager : 1-88-993-3795
Enpower On Call Phone : 1-713-553-3758
PortCalc On Call pager : 713-327-4356
Curve Manager On Call pager :713-707-3829

Please call me at X 5-7926, if you have any questions.

-Shiva
Enpower Support
Pager:713-327-2750.",0,1,,negative_word_score
1739,(unknown employee),body,I have lots of comments and several questions.  What specifically did E&Y ask for?,0,1,,negative_word_score
1743,(unknown employee),body,Would you take Terry Glenn and Charlie Garner for Fred Taylor?,0,1,,negative_word_score
1746,(unknown employee),body,"I will be out of the office for most of the day on Friday.  My dad is 
experiecing serious health problems, and he will be in Houston on Friday for 
an appointment with a specialist that I have arranged.  I will be going to 
the doctor's appointment with my dad.  Depending upon waiting room time, I 
may not be in the office for the 1:30 meeting in EB3305 to discuss the 
findings from the recent internal audit projects.  I have asked Shona Wilson 
to attend in my place.  Please continue with the meeting, as I know that this 
is a difficult meeting to schedule.  I will get an update from Shona when I 
get back to the office.",0,2,,negative_word_score
1747,(unknown employee),body,"Here are the two FIST logins.

   ID		PASSWORD
EPMI01		SW98kTHR
EPMI02		gCHZJRqg

The IDs and passwords are case sensitive. Be aware that the FIST tool still has a few bugs that are being worked on by NERC.

Bill Rust",0,1,,negative_word_score
1755,(unknown employee),body,"Met today w/ Causey and Sally to discuss Doorstep going forward. Following is 
my goal with this process.  Rick Carson will co-ordinate RAC's efforts in 
this area pulling in other RAC people as required.


- RAC will participate in review to determine which offices will be inspected 
and on what frequency
- RAC will help design and participate as required in inspections
- I will be able to see, through the RAC website, a list of all offices, a 
list of all offices requiring inspection, when an office was inspected, 
findings from that inspection and the follow-up from the findings.
- If follow up is not happening, a ""red flagged"" reminder notice should be 
issued via email. 

This has been a huge effort and we have to have this going forward. This is 
one ball that can not be dropped. 

Let me know your thoughts if any.

Rick",0,2,,negative_word_score
1764,(unknown employee),body,"I would like to request MARCH 15-16th  (Thur. & Fri.) OFF.
Please let me know if this if this is a problem - I'm coordinating plans w/ 
another family.",0,2,,negative_word_score
1765,(unknown employee),body,"All,

The completed PRC evaluation forms are due today for the following people:


Power

Steve Gim
Juan Padron
Joe Wagner
Seung Taek - Oh 
Paul Schiavone - although not eligle to be formally ranked, evaluation for can still be completed.

Gas

Darren Espey
Mog Heu
Jason Wolfe


Rgds,

Karen.",0,1,,negative_word_score
1767,(unknown employee),body,"Don,

Larry Campbell had forwarded my resume to you. Attached please find my resume just in case you haven't had a chance to look it over.

 With your permission I would like to see the trading desk in operation. I am available this memorial weekend or in the evenings during the work week ,if that is ok with you.

		 


Thank You

KP",0,1,,negative_word_score
1773,(unknown employee),body,"Hey guys,

Power Team (CE) made us change the password for checkouts.  The new info is as follows:

User ID: Enron@enron  
NEW Password: ENRON1

https://www.pwrteam.com/tieout

Please contact the On-line Tie Out Administrator at 610-765-6631 or TieOutAdministrator@pwrteam.com if you have any problems.

-Carrie",0,1,,negative_word_score
1779,(unknown employee),body,"No trades with PG&E until further notice.

Kayne",0,1,,negative_word_score
1782,(unknown employee),body,"Please find the interview packets for the above-referenced candidates.  The 
interviews will occur on Tuesday January 16, 2001.  Please print all 
documents for your reference.  Hardcopies of their resumes will be delivered 
via runner.  If you have any questions, or conflicts of schedule, please do 
not hesitate to contact me.







Shawn Grady
58701",0,1,,negative_word_score
1783,(unknown employee),body,"Hey guys,

I talked to Kayne on Monday about the various contracts we have with MDEA to ensure they continued for 2002.  KOCH, NRG, and SEPA all carry over. However, as Mike confirmed in checkouts, SEPA does NOT flow on weekends or holidays and SEPA puts out the tag without consulting us even though the schedule changes regularly.   Currently there is no SEPA schedule in OATI or the services contract book starting 01/07/2002.   Make sure when we do the next day schedules the SEPA contract matches OATI once SEPA puts out the new tags.

Last month we didn't have to place as close attention when scheduling because SEPA put out a tag for the entire month and Laura matched it in the services book for us. 

And for your reference, the January Entergy OASIS #  for WR to MDEA (30MW all day) is: 1025604 (Daily NN-6).  

Happy New Year!

Carrie",1,3,,negative_word_score
1786,(unknown employee),body,"Attached is your actual form.  I did not have a totally blank one to forward, 
as I have actually done work on all evals on my disk.  So I am sending yours 
so that you can erase your data and use this as a template.  Hope this works!",0,2,,negative_word_score
1789,(unknown employee),body,"Good Day:

Attached is our monthly TradeSpark SO2 and OTC NOx Market Price Indices for 
February 2001.

Please give us a call if you have any questions or comments regarding our 
bulletins.

NOTE: The attached bulletin is in Adobe Acrobat 4.0.  If you do not have 
Adobe Acrobat Reader version 4.0, go to the URL below to download this free 
software.

http://www.adobe.com/products/acrobat/readstep.html

Thank you,

Joshua Piver

Trade Spark  212-938-4250
-----------------------------------------------------------------------
If you would prefer not to receive further messages:
1. Click on the Reply button.
2. Replace the Subject field with the word remove.
3. Click the Send button.
You will receive one additional e-mail message confirming your removal.









 - 022301so2nox.mpi.pdf",1,3,,negative_word_score
1798,(unknown employee),body,The original message is encrypted using Lotus Notes Public and Private Key security.  Encrypted messages cannot be migrated to Microsoft Exchange Server.,0,1,,negative_word_score
1805,(unknown employee),body,"I am taking a vote on if we need to redraw the draft order.  Some, have said 
that it is not fair for Steve to be handed the 6th slot.  Let me know what 
you think.


-Eric",0,1,,negative_word_score
1807,(unknown employee),body,"Please join us for an informal lunch on Friday, July 21st in the dining room 
in EB50M.   Rick Causey, Enron's executive lead for the Analyst Program, and 
David Haug, Enron's executive lead for the Associates Program, have been 
invited to join us as well.  We are interested in renewing acquaintances with 
those of you whom we met on campus and in getting to know those of you whom 
we did not see in the interview process.  We hope that you are enjoying your 
summer assignments at Enron and we look forward to the opportunity to visit 
over lunch.  

Please let me know by return e:mail if you will be able to attend the lunch.",0,2,,negative_word_score
1811,(unknown employee),body,"Susan hours are out of hand.  We need to find a solution.  Let's meet on 
Monday to assess the issue

Phillip",0,1,,negative_word_score
1816,(unknown employee),body,"The game is at 8:45 at the Post Oak YMCA.  The Post Oak YMCA is outside the 
loop at the corner of San Felipe and Augusta.

We have eight as of now, so make sure and let me know if you can't make it 
for any reason.",0,1,,negative_word_score
1817,(unknown employee),body,"[IMAGE]
NCI Marketing Web Alert 	


   LowerMyBills.com    Compare  Your Long Distance Rates and Save!  [IMAGE] [IMAGE]  ? PLUS 100 FREE Minutes ? NO Hidden Fees ? No Contracts ? No Catch ? Limited Time Only [IMAGE] I compared AT&T, MCI & Sprint and saved $282              [IMAGE]   [IMAGE]   (  ) -   -  XXXX   [IMAGE]  [IMAGE]       [IMAGE]        ?  2001 LowerMyBills.com,  Inc.      	


 You are receiving this special offer because you have provided permission to receive third party email communications regarding special online promotions or offers. If you do not wish to receive any further messages from Network Commerce, please click here  to unsubscribe. Any third-party offers contained in this email are the sole responsibility of the offer originator. Copyright ? 2001 Network Commerce Inc.",0,4,,negative_word_score
1818,(unknown employee),body,"Greetings to all Enron hourly traders,

TradersNews Energy would like to provide you with a new form for you to use
to input your hourly trade information, including off peak hourly.  Please
include your actual physical hourly trades in the attached template along
with any bid-ask indicative spreads for those hours where no actual trades
exist.  Don Baughman has authorized the distribution of your actual hourly
trade information to TradersNews Energy.

As a follow up, our over night price reporters will touch base with you and
answer any questions you may have.

OVER NIGHT CONTACT INFORMATION:
A.J. Alexander 713-647-7325
aj.alexander@ipgdirect.com

Sara Jawaid 713-647-8802
sara.jawaid@ipgdirect.com

Thanks for your help and participation,

Gene Simpson
Director- Source Development
gene.simpson@ipgdirect.com
office 713-647-6603

 - 6-hub template.xls",0,2,,negative_word_score
1821,(unknown employee),body,"I was thinking that if we run trips on offense the other team won't know what 
hit them.  So I will draw up some plays.


What do you think?",0,1,,negative_word_score
1822,(unknown employee),body,Let me know whether or not you will come.,0,1,,negative_word_score
1824,(unknown employee),body,No problem really-  Glad I could help,0,3,,negative_word_score
1840,(unknown employee),body,"Dear Lynn,

As it turns out, there is no deal documentation for the Panama City deals in 
Panama (everything is in Houston).  Therefore, the deal test will need to be 
done from Houston and we won't need anyone from your group to attend the 
upcoming doorstep.  Scott and Michelle Bruce will obtain the population when 
then are in Panama and also write the report.

Best regards

Shona",0,2,,negative_word_score
1841,(unknown employee),body,"I saw a job posting for a Power Trader (24-Hr real time) in the Enron intranet and I was wandering if we could meet to discuss further. 

I have been with Enron for about a year doing power origination and trading in Latin America. I recently moved back to the US and have been working with EES for a couple of months. Before Enron I worked a few years in PSEG trading and Constellation Power Source, but not as a trader. I know the northeast (PJM mainly) power markets (24 hour) fairly well. I have always been interested in getting into the trading business and that's why this position caught my attention.

I hope you feel there may be a potential match here. If you think so, please let me know and I can forward you my resume.

Thank you

Ignacio
I",0,2,,negative_word_score
1844,(unknown employee),body,"This is a notice to inform you that your mailbox will be moved to a different Exchange 2000 server.

Your mailbox will be temporarily unavailable starting anytime after 5pm and may continue to be unavailable until 9 pm tonight, when all mailbox moves have been completed.  Outlook Web Access (OWA) will also be unavailable during this time.  

Blackberry users:  Message delivery may be delayed for a few minutes.

Please make sure to log off of your Outlook Client by 4:55 pm.  

If you have any questions regarding this move, please call the Resolution Center at x31411.",0,1,,negative_word_score
1850,(unknown employee),body,"According to our system records, you have not yet logged into the Enron 
Performance Management system (PEP).   As a result your temporary password 
for the PEP system has expired.  Your  User Id and new password are provided 
below.

During the feedback phase you will need to access PEP at 
http://pep.corp.enron.com to suggest reviewers who can provide feedback on 
your performance.  You may also be requested to provide feedback on fellow 
employees, but the system will only be open for feedback until November 17th!

HelpDesk representatives will be available to answer questions throughout the 
process.  You may contact the HelpDesk at:

Houston:  1-713-853-4777, Option 4
London:  44-207-783-4040, Option 4
E-mail:  perfmgmt@enron.com

Your  User Id and new PEP password are:

User ID: 90007572

Password: QVKMKYPQ",0,1,,negative_word_score
1855,(unknown employee),body,"I did find one that I have not used.  You will just need to change the 
information at the top of the page.",0,2,,negative_word_score
1859,(unknown employee),body,"Due to the pending merger with Dynegy and regulations pertaining to this transaction.  The 24 Hour group will NOT transact with Illinois Power (IP) in the realtime power market.

If you have any questions, please send me an email or call.

Thanks,

Don 
Cell:	281-787-0029
Home:	281-557-2068",0,1,,negative_word_score
1860,(unknown employee),body,"Yea.  I will be there.  What time again?




""Larry W. Bass"" <lwbthemarine@bigplanet.com> on 03/22/2000 01:46:29 PM",0,1,,negative_word_score
